0.075	-0.000290088	0.000511694	-2.51633	0.0704771	-0.900422	0.0769294	1.003
0.225	-0.00253117	0.000503232	-2.24227	0.0692548	-0.730928	0.0756148	0.995826
0.375	-0.00368771	0.000501913	-1.74852	0.0689824	-0.6222	0.0755845	1.00901
0.525	-0.00495837	0.000514699	-1.33234	0.070957	-0.351917	0.0777913	0.999039
0.675	-0.00416814	0.000555209	-0.745714	0.0766859	-0.250955	0.084431	1.01301
